id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length,egocentric,charades_video
5WAXHEGO,OUKK,Bathroom,7,6,Yes,The person walked into the doorway and turned on the light.  The person was getting ready to take a shower.,bathtub;clothes;doorway;light;sweater;towel,"A person walked into a bathroom and touched the bathroom taps, then took of a sweater.",c155 25.80 30.42;c034 0.70 8.60;c035 1.90 13.20;c036 0.00 12.20;c033 0.90 12.60;c104 2.20 13.00;c097 1.30 14.60;c155 10.40 21.10;c097 0.00 8.20;c155 30.40 30.42;c155 13.10 30.42,38.58,Yes,1OF1O
4G6I1EGO,ROBJ,Living room,6,6,Yes,A person is in the office watching television with a blanket and a book on their lap.  The person smiles and throws the book on the floor.,book;chair;floor;papers;remote;television,"Person sitting in chair, held television remote and played with the remote, threw a paper down on the floor",c026 24.70 31.50;c132 0.00 32.71;c031 26.20 31.60;c126 26.20 31.60;c032 0.20 32.71;c059 0.00 32.71;c025 25.50 32.71;c028 0.00 32.71,36.33,Yes,OFNQV
238IPEGO,BYF9,Bedroom,6,6,Yes,A person is working a their black laptop and smiling for a camera.,bed;laptop,A lady sits on her bed using her laptop before she picks it up and smiles at the laptop.,c052 0.00 20.40;c135 0.00 27.50;c051 0.00 27.50;c152 16.10 27.50;c050 16.10 23.10;c047 16.80 23.90,32.92,Yes,FQLS1
TWNHXEGO,RLWG,Bedroom,1,7,No,A person stops at the hall desk to tidy it up.  The person turns on a light and takes a book off of the desk and puts it into a drawer.,book;chair;door;light;mirror;shelf;table;window,The person walks in a room and turns the light off and then back on and then walks to a chair and takes an object off then picks up and opens a book and puts it up on a shelf.,c105 1.90 7.30;c026 20.70 30.00;c104 1.90 6.40;c028 13.80 18.30;c012 5.70 18.30;c027 11.30 15.60;c095 0.00 14.50;c030 1.10 14.10;c092 1.00 13.40;c031 0.00 12.50;c081 0.00 14.20;c104 2.40 10.50;c096 26.70 33.20;c028 20.20 32.40;c012 16.30 21.70;c027 15.50 22.00,31.29,Yes,UGWOG
ISMXLEGO,P2J3,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,A person stands in an entryway to their home eating a sandwich. The person looks at their phone and begins laughing at a picture on the screen before putting the phone on a table. The person leaves the entryway still smiling about what was on the phone.,doorway;food;hall;phone/camera;sandwich;table,PERSON STANDING,c061 0.00 12.20;c152 14.20 23.10;c062 6.40 12.10;c065 1.00 10.60;c068 6.60 11.90;c156 1.50 10.30;c015 8.40 23.60;c097 14.30 29.90;c009 22.80 30.88;c016 8.90 24.40;c067 0.00 10.90;c154 0.00 18.70;c017 19.30 24.90,32.96,Yes,JL5O0
G24YKEGO,ECGS,Bedroom,7,7,Yes,"A person is tidying their bed, while holding a broom.",bed;broom;clothes;pillow,there is a person standing in teh room holding a broom and fixing there bed. They move the broom from their right hand to left.,c079 0.00 3.40;c004 0.30 32.33;c000 2.00 32.33;c076 3.60 10.40;c077 0.00 11.30;c098 0.00 32.33;c079 0.00 11.50,34.96,Yes,UHDEF
NH4K5EGO,8PBH,Bedroom,7,7,Yes,A person stands by an open window. The person sits and puts on a pair of shoes.,floor;shoe;sofa/couch;window,person walks in the room sits on the floor and put it the shoes,c151 11.60 17.20;c154 5.80 12.20;c054 16.10 31.79;c055 15.60 31.79;c125 13.20 31.79;c123 13.00 18.10;c092 0.40 7.90,34.50,Yes,0UFI4
VTVXHEGO,X5EU,Bathroom,6,7,Yes,A person is sitting in the recreation room at the desk smiling while trying to fix the light.,bathtub;door;mirror;shoes,The person goes into the bathroom.  They throw some shoes in the bath tub.  The person then looks at the mirror.  Then the person turns around and looks at the door.,,13.21,Yes,W1KJ9
HEUH4EGO,ROBJ,Kitchen,6,7,Yes,A person is sitting at a desk snuggling with a blanket on their lap. They are watching a video on a computer and eating some food.,bag;blanket;chair;dish;food;laptop;table,The person in the video is sitting in a chair watching something in laptop.Eventually snuggling with the blanket and folding his hands literally finally eats something which is kept on the slab.,c059 0.00 30.58;c118 12.90 30.58;c156 14.50 30.58;c072 0.00 30.58;c063 14.50 30.58;c051 3.50 30.58;c070 4.30 13.20;c021 3.80 15.50;c009 3.90 16.60;c011 2.50 13.60;c061 5.10 14.50,32.08,Yes,Q071E
RIC9EEGO,UN1T,Living room,6,6,Yes,Person is lying on sofa snuggling with book while watching television.,book;chair;sofa/couch;television,"A person is relaxing on the sofa, watching tv. They look at and adjust the book they are holding, and then resume watching tv.",c026 0.00 6.10;c122 0.00 30.92;c032 2.10 10.50;c132 0.70 30.92;c029 0.00 8.30;c059 9.50 19.60;c025 11.80 30.92;c027 10.50 15.90;c145 5.10 18.90,31.58,Yes,WDCGH
XWAB8EGO,2CJ3,Pantry,6,6,Yes,"A person opens the door to the pantry and begins stocking it with some groceries. The person picks up a roll of paper towels from the floor and places it on the shelf, then leaves.",chair;closet/cabinet;door;floor;food;groceries;shelf,A person standing up by a chair walked to shelf opened the door put groceries in the shelf and stood and looked at the shelf.,c130 0.00 23.90;c081 0.90 33.40;c154 23.50 29.00;c008 0.00 3.00;c125 0.00 7.70;c113 15.90 33.70;c114 29.40 33.60;c062 22.10 33.60,31.71,Yes,WMBOO
3B5W7EGO,ROBJ,Stairs,4,5,Yes,Person playing with his/her broom while another person puts a broom away.,broom;floor,Two people standing on stairs with broom type objects. These two people are tossing the brooms in circles in their hands,c127 4.90 30.92;c102 0.80 14.60,42.79,Yes,9CDB6
RPP3CEGO,P2J3,Living room,7,7,Yes,A person runs into the room and sits down on the side table.  The person picks up a towel and folds it while watching television.  The person puts the folded towel on the shelf.,bed;blanket;chair;doorway;shelf;sofa/couch;table;television;towel,"A person running down a hallway before sitting down and picking up a towel, folding the towel and placing it by the television.",c035 16.20 21.00;c037 22.80 36.58;c132 16.00 36.58;c154 15.60 20.80;c123 14.20 20.40;c009 35.80 36.58;c033 15.60 36.58;c150 0.00 10.50;c151 13.60 19.80;c081 33.00 36.58;c075 21.00 36.58;c071 34.20 36.58;c070 22.40 36.58;c097 4.10 13.30;c135 15.00 36.58,39.58,Yes,T0PJG
LTEHXEGO,2Q9D,Kitchen,6,6,Yes,A person is in the kitchen washing dishes and drinking coffee.  They are seen leaving the kitchen and turns off the light.,cup;dish;light,"a person takes a drink, sets down the cup, washes two dishes, takes another drink, then turns off the light.",c105 37.20 42.33;c121 0.00 28.90;c107 28.10 40.60;c118 10.10 31.70;c120 0.00 5.60;c106 0.00 9.60;c109 2.70 10.30;c111 8.60 32.50;c110 0.00 10.70,42.38,Yes,GE4SD
ZDRL0EGO,T7C3,Bedroom,6,7,Yes,"A person is washing a window in their room using a towel and some cleaner to remove any dirt spots. As they are leaving the bedroom, they notice a misplaced broom leaning against the doorknob. They pick the doorknob up to remove it from the bedroom.",broom;closet/cabinet;door;floor;spray bottle;towel;window,"A person cleans a window with a towel and spray bottle then puts the towel and bottle on the floor, picks up a broom and open the door and leaves the room.",c099 36.70 36.96;c141 33.90 36.96;c126 28.00 35.00;c038 0.00 31.30;c092 10.20 18.10;c098 34.70 36.96;c037 26.10 34.80;c114 0.00 21.80;c113 0.00 28.30;c092 12.10 25.20;c034 27.70 34.20;c091 0.00 31.10;c098 36.90 36.96;c037 0.00 30.90;c100 33.20 36.96;c008 34.30 36.96;c033 0.00 30.30;c097 34.70 36.96,40.71,Yes,
VZH5AEGO,BYF9,Recreation room / Man cave,7,6,Yes,A person throws a towel on a chair then puts down a cup.,blanket;chair;cup;desk;doorway;shelf;television;towel,"person is throwing a blanket in a chair, then put a cup on the desk",c074 3.60 9.60;c109 13.20 20.00;c035 1.20 11.80;c132 0.00 10.20;c081 0.00 10.40;c034 0.00 18.50;c097 1.00 15.70;c033 0.00 22.42;c106 0.00 22.42;c107 0.00 22.42;c036 0.00 22.42,27.42,Yes,82YF1
QEHQ4EGO,UN1T,Bedroom,4,7,Yes,A person is sitting on a bed washing a mirror.  The person is smiling.  The person then puts the mirror on the bed and picks up a pair of shoes.  The person holds the shoes in the air.,bed;cloth;mirror;shoe,"A person is sitting on a bed while cleaning a mirror. After the mirror is clean, the person picks up a pair of shoes and looks at them.",c053 18.60 24.50;c056 17.20 24.10;c095 0.00 19.50;c096 12.70 17.10;c093 0.00 19.50;c135 0.00 24.50,28.12,Yes,
IGYIGEGO,U259,Laundry room,6,6,Yes,A person is standing in the doorway of a laundry room holding a mirror and watching a video on their phone. They sit the mirror on a table and drink from a bottle of soda.,cellphone;doorway;glass;laundry machine;mirror;phone/camera;table,"person is standing on the entryway watching the cellphone and in the other hand is holding a mirror, walks to the laundry machine and drinks water from a bottle",c097 7.60 12.50;c109 7.40 12.90;c110 8.80 14.50;c017 5.50 11.80;c015 4.30 9.80;c097 0.00 7.20;c106 6.80 15.54;c109 11.80 15.54;c110 5.60 12.90;c009 5.70 11.60;c093 0.00 10.60;c016 0.00 15.54,18.17,Yes,GJNI4
MVL11EGO,2CJ3,Bedroom,6,5,Yes,"A person working out in their bedroom finishes their yoga routing and takes a breather, sitting on the bed.  They grab a book they've been putting off reading, and run towards the bedroom's doorway, to go get coffee.",bed;book;door;mirror,"person is stretching on the living room, then open a book and sits on the bed to start reading, then leaves the room running",c141 31.70 34.62;c135 20.10 34.20;c097 32.40 34.62;c027 21.00 32.10;c026 16.10 34.62;c032 18.30 33.50;c150 30.10 34.62;c154 29.30 34.62;c151 18.50 25.20;c096 0.00 24.50;c030 15.20 27.40,36.21,Yes,XY2M3
IDFWAEGO,ROBJ,Stairs,6,7,Yes,A person is walking down stairs while grasping a book.  The person has a towel draped over the person's shoulder and stops at the bottom of the stairs to undress.,book;clothes;stairs;towel,"A person walking down the stairs with a book and towel, then laying both down and removing their shirt.",c034 17.70 25.70;c155 23.40 28.46;c033 0.00 22.40;c002 20.40 26.50;c028 0.00 5.00;c001 0.00 4.80;c025 0.00 4.60;c026 0.30 5.30;c000 0.00 5.30;c035 0.00 5.50;c028 3.40 13.50;c001 2.00 14.00;c025 7.20 18.40;c026 12.40 20.80,34.75,Yes,ZSHWE
8Y665EGO,DN1S,Bedroom,2,2,Yes,A happy person is tidying up a bedroom moving clothes to the closet. The person starts dressing by putting on their work clothes before they grab a bag off their bed and leave the room.,bag;closet/cabinet;clothes;doorway;jacket,"This person is picking up clothes off of a bed and hanging them in a closet before putting on a jacket, picking up a plastic bag, and leaving the room.",c148 25.20 37.00;c021 32.20 38.20;c002 0.00 27.70;c004 0.00 25.50;c000 30.20 36.00;c114 31.80 37.20;c001 30.60 37.40;c097 35.20 42.20;c023 32.20 40.60;c020 33.40 42.20;c022 33.20 42.20;c000 0.00 6.20;c000 4.00 11.50;c000 11.50 18.70;c114 1.20 24.50;c001 0.00 6.40;c001 3.80 11.30;c001 10.70 18.90,40.12,Yes,
I8SJSEGO,DN1S,Stairs,5,6,Yes,The person is sitting on the stairs holding a bag. The person takes some clothes from the bag and places it aside. Then they pull out a book from the bag and hold onto it as they stand up and begin walking up the stairs.,bag;book;chair;clothes;doorway;sofa/couch;towel,"A person is sitting on stairs and taking clothes out of a bag, then the person takes a book out of the bag, looks at it, and then stands up and walks up the stairs.",c030 13.00 20.50;c026 15.20 32.90;c025 17.60 22.90;c004 0.00 15.20;c002 0.00 14.90;c000 2.20 8.40;c035 0.00 4.90;c037 2.30 8.90;c027 18.10 24.20;c021 12.80 24.80;c020 0.70 16.30;c032 14.40 26.30;c029 23.10 32.20;c154 20.00 25.60;c097 28.70 34.20;c001 0.00 15.50;c034 1.20 18.60;c151 4.80 13.40;c123 8.50 17.60;c059 3.50 21.30;c000 0.00 13.90;c035 7.00 14.50;c037 7.00 14.40;c033 7.20 14.90,32.08,Yes,
DYGOGEGO,ICRY,Bedroom,7,7,Yes,"A person is watching a video on their phone while in their bedroom. They are sitting on the bed and smiling because the video is funny, and then they start drinking some coffee.",bed;cup;phone,"A person standing, looking at her cell, the whole time, smiling, while taking sips from a cup, then sits on the bed.",c016 0.00 28.96;c135 0.00 28.96;c152 0.40 11.20;c106 7.20 14.50;c106 18.30 28.96;c135 12.90 22.70;c152 8.60 17.90;c106 26.10 28.96;c016 13.70 20.50;c151 14.70 21.70;c015 17.90 23.10;c015 0.00 28.96,39.79,Yes,ORUV6
5GWUOEGO,40JH,Bedroom,,,No,A person is in their dining room tidying up. They grasp the window handle and open it. They grasp the broom and begin sweeping.,broom;chair;floor;table;towel,A person is dusting off a towel on a chair. The person picks up a broom and begins to sweep.,c012 0.00 8.30;c127 4.20 30.58;c009 0.00 8.00;c102 5.90 30.58,30.92,Yes,4L6GZ
9SJWYEGO,ECGS,Kitchen,7,7,Yes,"A person stands at a kitchen sink, washing their hands.  Using a towel, they dry their hands.  After throwing the towel on a counter, the person kicks off their shoes and walks to the stove which has a pot on a burner.  They stand watching the liquid in the pot simmering.  Then turn and walk to a counter with a closed laptop on it.  After opening the laptop, they stand at the counter.",clothes;dish;floor;hands;laptop;shoe;sink;towel,"The person washes there hands, dries them, takes of there shoes and looks at the laptop",c121 0.00 11.10;c052 23.10 30.12;c033 3.30 11.40;c051 24.40 30.12;c034 6.70 15.30;c035 2.00 12.40;c126 4.30 13.00;c139 2.40 11.40;c155 3.00 12.70;c056 8.80 16.60;c036 5.60 12.00;c057 9.00 16.70;c048 22.10 27.70;c054 9.30 15.80,32.29,Yes,
22Y34EGO,OUKK,Living room,6,7,Yes,A person is sitting on the sofa and eating a snack with a sports game playing in the background. They go to the refrigerator to grab another snack.,doorway;food;refrigerator;sofa;television;tv,A person is watching a football game on TV. The person is eating something and then got up and went into the kitchen. The person brought something out of refrigerator in the kitchen.,c143 26.70 33.70;c154 6.20 13.30;c123 0.00 12.00;c063 28.80 35.10;c061 30.10 37.80;c132 0.00 37.80;c142 29.40 37.50;c156 30.40 37.80;c097 19.10 29.80;c152 2.50 18.70,35.79,Yes,SRHJV
P3J78EGO,BMXG,Bedroom,6,3,Yes,"A person sits in a chair in the bedroom, eating a sandwich.",chair;dish;food;sandwich,person is walking on a room holding a dish with food sits on a chair and start eating a sandwich,c118 4.60 10.60;c061 6.00 13.40;c156 4.10 40.50;c059 5.80 40.50;c120 1.30 10.90;c065 4.40 40.50;c119 0.80 15.60;c062 2.40 9.50;c118 0.00 7.50;c061 7.70 40.50;c151 0.00 7.30;c067 10.70 40.50;c069 3.50 14.70,55.33,Yes,G4AJK
U2CPOEGO,2Q9D,Closet / Walk-in closet / Spear closet,7,7,Yes,"A person is tidying their clothes while sitting cross legged in the doorway of their closet. They are folding clothes and sorting them into piles. While they are sorting their clothes, they begin violently sneezing. After they have stopped sneezing, they resume sorting and folding their clothes in the closet.",closet/cabinet;clothes;doorway;floor,A person folds clothes while sitting on the floor in a doorway then sneezes and folds more clothes.,c001 2.30 29.12;c114 0.00 29.12;c125 0.00 29.12;c002 0.00 17.30;c004 24.00 29.12;c000 0.00 17.00;c153 14.70 25.70,34.00,Yes,
1RVFQEGO,X5EU,Bathroom,6,6,Yes,"A person runs into an entry way, spreads out a blanket for lying down. The person then takes a picture on their phone while they are lying on the blanket before they get up and leave.",bathtub;cell phone;counter top sink;doorway;medicine;mirror;phone/camera;shoe,"Person goes through doorway into a bathroom. Person throws shoes into the bathtub and walks to counter top sink. Person takes medicine bottle off of counter top. Another person is standing, holding a cell phone, and taking a picture while looking in a mirror.",c015 6.10 13.21;c129 8.10 13.10;c087 6.50 13.21;c096 6.70 11.30;c054 4.40 9.30;c053 0.00 8.40;c128 8.50 13.21;c058 0.00 3.60;c150 0.00 3.60;c097 28.00 13.21;c016 0.00 3.10;c018 0.00 3.60;c154 3.70 9.50;c019 4.80 11.20;c017 6.20 10.40;c058 3.20 13.21;c150 7.30 13.21;c097 0.00 12.50;c016 7.40 13.21;c018 0.00 13.21,13.21,Yes,
JSZNIEGO,ICRY,Living room,5,7,Yes,"A person grasps a book, sits down on the sofa, then opens the book. The person begins to read.",book;chair;sofa,Person standing up walked to a table picked up a book sat down crossed legs opened the book and started to reading the book.,c123 5.20 30.58;c032 2.00 30.58;c154 3.00 7.60;c027 7.00 11.90;c151 5.10 30.58;c030 1.00 30.58;c059 5.20 30.58;c026 7.10 30.50;c151 0.00 9.20;c030 0.00 7.90;c059 3.20 13.70,29.50,Yes,SMQUM
FHBF2EGO,T7C3,Bedroom,7,7,Yes,"A person is throwing pictures on the bed, before grabbing one of the pictures and smiling.  They decide to put the picture on the night stand near the bed.  They sit on the bed and look at pictures on their camera.",bed;paper/notebook;phone/camera;photos;picture,"Man goes thru a stack of photos, throwing them in the bed. Then he sits on the bed, picks up a camera and starts to play with it.",c152 15.10 31.08;c088 24.20 31.08;c116 17.90 31.08;c087 15.70 30.60;c151 2.10 21.00;c016 15.90 31.08;c086 0.00 12.70;c135 15.40 30.00;c152 8.10 15.80;c015 18.20 31.08;c088 0.00 16.60,32.50,Yes,
FHE5JEGO,Y69C,Laundry room,3,6,Yes,Person is eating box of candy and drinking coffee then starts laughing.,box;cup;food;plate;table,"A person is standing in front of a table.  The person bends town, picks up some food from a plate and eats.  The person then picks up a cup and take s a drink. The person replaces the cup and then laughs.",c156 0.00 6.10;c106 3.80 10.80;c062 0.00 4.30;c061 0.00 4.70;c110 2.70 10.20;c063 5.30 9.70;c044 5.60 9.90,14.50,Yes,KW3BO
JF6IUEGO,UN1T,Bedroom,6,6,Yes,A person closes their laptop then picks up their book and smile as they read.,book;chair;hat;headlamp;laptop;table,Person wipes and closes laptop and then opens a book while smiling with a headlamp on.,c032 10.70 30.75;c027 10.20 17.40;c030 7.70 14.90;c152 0.00 30.75;c046 4.90 30.75;c029 12.30 30.75;c011 0.00 30.75;c059 0.00 30.75;c052 0.00 11.70;c026 9.00 30.75;c046 1.60 11.30,31.38,Yes,MY5CQ
