,Action_end_bvh_frame,Action_end_rgb_frame,Action_end_rgb_sec,Action_label,Action_start_bvh_frame,Action_start_rgb_frame,Action_start_rgb_sec,Duration_sec,File,Meta_action_class_number,Meta_action_label,Operation,Recurrence,Subject
3076,20940,5272,175.92,[OP060] Catch Bolt B820 (x2),20736,5221,174.2,1.72,P09_R03,7,Picking left,OP060,R03,P09
3077,20978,5282,176.24,[OP060] Put down component,20940,5272,175.92,0.32,P09_R03,11,Put down component,OP060,R03,P09
3078,21193,5336,178.04,[OP060] Catch Fixation FIXA1,20997,5287,176.4,1.64,P09_R03,6,Picking in front,OP060,R03,P09
3079,21226,5344,178.32,[OP060] Put down component,21193,5336,178.04,0.28,P09_R03,11,Put down component,OP060,R03,P09
3080,21507,5415,180.68,[OP060] Place LARD on P040 (P360-2),21293,5361,178.88,1.8,P09_R03,12,Assemble system,OP060,R03,P09
3081,21659,5453,181.96,[OP060] Catch component,21507,5415,180.68,1.28,P09_R03,10,Take component,OP060,R03,P09
3082,21902,5514,184.0,[OP060] Place FIXA1 on P360-2,21659,5453,181.96,2.04,P09_R03,12,Assemble system,OP060,R03,P09
3083,22116,5568,185.8,[OP060] Catch component,21912,5517,184.08,1.72,P09_R03,10,Take component,OP060,R03,P09
3084,22340,5625,187.68,[OP060] Place FIXA1 on P360-2,22116,5568,185.8,1.88,P09_R03,12,Assemble system,OP060,R03,P09
3085,22535,5674,189.32,[OP060] Take screwdriver,22350,5627,187.76,1.56,P09_R03,4,Take screwdriver,OP060,R03,P09
3086,22931,5773,192.64,[OP060] Screw FIXA1 with B820,22535,5674,189.32,3.32,P09_R03,12,Assemble system,OP060,R03,P09
3087,23054,5805,193.68,[OP060] Put down screwdriver,22931,5773,192.64,1.04,P09_R03,5,Put down screwdriver,OP060,R03,P09
3088,23497,5916,197.4,[OP060] Turn sheets,23250,5854,195.32,2.08,P09_R03,3,Turn sheets,OP060,R03,P09
3089,23735,5976,199.4,[OP060] Catch Fixation FIXA2,23511,5920,197.52,1.88,P09_R03,10,Take component,OP060,R03,P09
3090,24011,6046,201.72,[OP060] Catch Bolt B820 (x2),23740,5977,199.44,2.28,P09_R03,10,Take component,OP060,R03,P09
3091,24169,6085,203.04,[OP060] Place FIXA2 on P360-2,24011,6046,201.72,1.32,P09_R03,12,Assemble system,OP060,R03,P09
3092,24359,6133,204.64,[OP060] Take screwdriver,24173,6086,203.08,1.56,P09_R03,4,Take screwdriver,OP060,R03,P09
3093,24607,6195,206.72,[OP060] Screw FIXA2 with B820,24359,6133,204.64,2.08,P09_R03,12,Assemble system,OP060,R03,P09
3094,24921,6275,209.36,[OP060] Put down screwdriver,24616,6198,206.8,2.56,P09_R03,5,Put down screwdriver,OP060,R03,P09
3095,25102,6320,210.88,[OP070] Catch Disk DI2T,24926,6276,209.4,1.48,P09_R03,6,Picking in front,OP070,R03,P09
3096,25126,6326,211.08,[OP070] Put down component,25102,6320,210.88,0.2,P09_R03,11,Put down component,OP070,R03,P09
3097,25359,6385,213.04,[OP070] Catch Bolt B835,25202,6345,211.72,1.32,P09_R03,7,Picking left,OP070,R03,P09
3098,25554,6434,214.68,[OP070] Catch Nut ECR8,25373,6388,213.16,1.52,P09_R03,7,Picking left,OP070,R03,P09
3099,25830,6503,217.0,[OP070] Catch P360-1,25568,6438,214.8,2.2,P09_R03,13,Take subsystem,OP070,R03,P09
3100,26111,6574,219.36,[OP070] Catch component,26040,6556,218.76,0.6,P09_R03,10,Take component,OP070,R03,P09
3101,26197,6596,220.08,[OP070] Place DI2T on P360-2,26111,6574,219.36,0.72,P09_R03,12,Assemble system,OP070,R03,P09
3102,26863,6764,225.68,[OP070] Catch component,26773,6741,224.92,0.76,P09_R03,10,Take component,OP070,R03,P09
3103,27202,6849,228.52,[OP070] Place ECR8 on DI2T,26863,6764,225.68,2.84,P09_R03,12,Assemble system,OP070,R03,P09
3104,27359,6888,229.84,[OP070] Take screwdriver,27202,6849,228.52,1.32,P09_R03,4,Take screwdriver,OP070,R03,P09
3105,27597,6948,231.84,[OP070] Screw P360-2 with B835,27359,6888,229.84,2.0,P09_R03,12,Assemble system,OP070,R03,P09
3106,27811,7002,233.64,[OP070] Put down screwdriver,27597,6948,231.84,1.8,P09_R03,5,Put down screwdriver,OP070,R03,P09
3107,28320,7130,237.92,[OP070] Put down Lower Part,28006,7051,235.28,2.64,P09_R03,14,Put down subsystem,OP070,R03,P09
3108,952,240,8.0,[OP010] Catch Bolt B820,614,155,5.16,2.84,P10_R01,7,Picking left,OP010,R01,P10
3109,1166,294,9.8,[OP010] Catch Fixation FIXA1,952,240,8.0,1.8,P10_R01,6,Picking in front,OP010,R01,P10
3110,1400,352,11.76,[OP010] Catch Bolt B820,1181,297,9.92,1.84,P10_R01,7,Picking left,OP010,R01,P10
3111,2538,639,21.32,[OP010] Place LARD on Profile P360-1,1871,471,15.72,5.6,P10_R01,12,Assemble system,OP010,R01,P10
3112,3390,854,28.48,[OP010] Place FIXA1 on LARD at 160mm,3033,764,25.48,3.0,P10_R01,12,Assemble system,OP010,R01,P10
3113,3676,925,30.88,[OP010] Take screwdriver,3390,854,28.48,2.4,P10_R01,4,Take screwdriver,OP010,R01,P10
3114,3961,997,33.28,[OP010] Screw FIXA1 with B820,3676,925,30.88,2.4,P10_R01,12,Assemble system,OP010,R01,P10
3115,4128,1039,34.68,[OP010] Put down screwdriver,3961,997,33.28,1.4,P10_R01,5,Put down screwdriver,OP010,R01,P10
3116,4375,1102,36.76,[OP010] Take measuring rod,4128,1039,34.68,2.08,P10_R01,8,Take measuring rod,OP010,R01,P10
3117,5275,1328,44.32,[OP010] Place FIXA1 on LARD at 160mm,4375,1102,36.76,7.56,P10_R01,12,Assemble system,OP010,R01,P10
3118,5537,1394,46.52,[OP010] Take screwdriver,5275,1328,44.32,2.2,P10_R01,4,Take screwdriver,OP010,R01,P10
3119,5956,1500,50.04,[OP010] Screw FIXA1 with B820,5537,1394,46.52,3.52,P10_R01,12,Assemble system,OP010,R01,P10
3120,6127,1543,51.48,[OP010] Put down screwdriver,5956,1500,50.04,1.44,P10_R01,5,Put down screwdriver,OP010,R01,P10
3121,6361,1602,53.44,[OP010] Put down measuring rod,6127,1543,51.48,1.96,P10_R01,9,Put down measuring rod,OP010,R01,P10
3122,7532,1897,63.28,[OP020] Turn sheets,6923,1743,58.16,5.12,P10_R01,3,Turn sheets,OP020,R01,P10
3123,7718,1943,64.84,[OP020] Catch Bolt B820,7532,1897,63.28,1.56,P10_R01,7,Picking left,OP020,R01,P10
3124,7941,2000,66.72,[OP020] Catch Fixation FIXA1,7727,1946,64.92,1.8,P10_R01,6,Picking in front,OP020,R01,P10
3125,8160,2055,68.56,[OP020] Catch Fixture key LARD,7980,2009,67.04,1.52,P10_R01,7,Picking left,OP020,R01,P10
3126,8898,2241,74.76,[OP020] Place LARD on P360-1,8398,2115,70.56,4.2,P10_R01,12,Assemble system,OP020,R01,P10
3127,9546,2404,80.2,[OP020] Place FIXA1 on LARD at 160mm,9170,2309,77.04,3.16,P10_R01,12,Assemble system,OP020,R01,P10
3128,9751,2455,81.92,[OP020] Take screwdriver,9546,2404,80.2,1.72,P10_R01,4,Take screwdriver,OP020,R01,P10
3129,10293,2592,86.48,[OP020] Screw FIXA1 with B820,9751,2455,81.92,4.56,P10_R01,12,Assemble system,OP020,R01,P10
3130,10774,2713,90.52,[OP020] Screw FIXA1 with B820,10546,2655,88.6,1.92,P10_R01,12,Assemble system,OP020,R01,P10
3131,11136,2804,93.56,[OP020] Screw FIXA1 with B820,10960,2760,92.08,1.48,P10_R01,12,Assemble system,OP020,R01,P10
3132,11312,2848,95.04,[OP020] Put down screwdriver,11136,2804,93.56,1.48,P10_R01,5,Put down screwdriver,OP020,R01,P10
3133,11555,2909,97.08,[OP020] Take measuring rod,11312,2848,95.04,2.04,P10_R01,8,Take measuring rod,OP020,R01,P10
3134,12079,3041,101.48,[OP020] Place FIXA1 on LARD at 160mm,11555,2909,97.08,4.4,P10_R01,12,Assemble system,OP020,R01,P10
3135,12322,3102,103.52,[OP020] Take screwdriver,12093,3045,101.6,1.92,P10_R01,4,Take screwdriver,OP020,R01,P10
3136,13093,3297,110.0,[OP020] Screw FIXA1 with B820,12322,3102,103.52,6.48,P10_R01,12,Assemble system,OP020,R01,P10
3137,13650,3437,114.68,[OP020] Put down screwdriver,13093,3297,110.0,4.68,P10_R01,5,Put down screwdriver,OP020,R01,P10
3138,13812,3478,116.04,[OP020] Put down measuring rod,13650,3437,114.68,1.36,P10_R01,9,Put down measuring rod,OP020,R01,P10
3139,14240,3586,119.64,[OP030] Turn sheets,13997,3524,117.6,2.04,P10_R01,3,Turn sheets,OP030,R01,P10
3140,14412,3629,121.08,[OP030] Take screwdriver,14240,3586,119.64,1.44,P10_R01,4,Take screwdriver,OP030,R01,P10
3141,14531,3659,122.08,[OP030] Put down screwdriver,14412,3629,121.08,1.0,P10_R01,5,Put down screwdriver,OP030,R01,P10
3142,14921,3757,125.36,[OP030] Catch Bolt B840 (x2),14659,3691,123.16,2.2,P10_R01,7,Picking left,OP030,R01,P10
3143,15302,3853,128.56,[OP030] Catch Pillow block bearing PAL4019 (x2),15012,3780,126.12,2.44,P10_R01,6,Picking in front,OP030,R01,P10
3144,16316,4108,137.08,[OP030] Catch Fixation FIXT (x2),16083,4050,135.12,1.96,P10_R01,6,Picking in front,OP030,R01,P10
3145,16478,4149,138.44,[OP030] Put down component,16359,4119,137.44,1.0,P10_R01,11,Put down component,OP030,R01,P10
3146,16707,4207,140.36,[OP030] Catch Fixture key LARD (x2),16545,4166,139.0,1.36,P10_R01,7,Picking left,OP030,R01,P10
3147,17206,4332,144.56,[OP030] Place LARD on P360-1 (x2),16768,4222,140.88,3.68,P10_R01,12,Assemble system,OP030,R01,P10
3148,17906,4509,150.44,[OP030] Place FIXT on LARD (x2),17330,4364,145.60001,4.84,P10_R01,12,Assemble system,OP030,R01,P10
3149,18216,4587,153.03999,[OP030] Catch component,17987,4529,151.12,1.92,P10_R01,10,Take component,OP030,R01,P10
3150,18411,4636,154.67999,[OP030] Catch component,18216,4587,153.03999,1.64,P10_R01,10,Take component,OP030,R01,P10
3151,19178,4829,161.12,[OP030] Place PAL4019 on FIXT (x2),18501,4659,155.44,5.68,P10_R01,12,Assemble system,OP030,R01,P10
3152,19516,4914,163.96001,[OP030] Take screwdriver,19178,4829,161.12,2.84,P10_R01,4,Take screwdriver,OP030,R01,P10
3153,19901,5011,167.2,[OP030] Screw PAL4019 with B820 (x2),19516,4914,163.96001,3.24,P10_R01,12,Assemble system,OP030,R01,P10
3154,20315,5115,170.67999,[OP030] Put down screwdriver,19901,5011,167.2,3.48,P10_R01,5,Put down screwdriver,OP030,R01,P10
3155,20634,5196,173.36,[OP030] Catch Pillow block bearing PAL4019 (x2),20396,5136,171.36,2.0,P10_R01,6,Picking in front,OP030,R01,P10
3156,20877,5257,175.39999,[OP030] Catch Fixation FIXT (x2),20634,5196,173.36,2.04,P10_R01,6,Picking in front,OP030,R01,P10
3157,21125,5319,177.48,[OP030] Catch Fixture key LARD (x2),20930,5270,175.84,1.64,P10_R01,7,Picking left,OP030,R01,P10
3158,21353,5377,179.39999,[OP030] Catch Bolt B840 (x2),21125,5319,177.48,1.92,P10_R01,7,Picking left,OP030,R01,P10
3159,21396,5387,179.75999,[OP030] Put down component,21353,5377,179.39999,0.36,P10_R01,11,Put down component,OP030,R01,P10
3160,21572,5432,181.24001,[OP030] Put down component,21468,5405,180.36,0.88,P10_R01,11,Put down component,OP030,R01,P10
3161,21672,5457,182.08,[OP030] Put down component,21625,5445,181.67999,0.4,P10_R01,11,Put down component,OP030,R01,P10
3162,22067,5556,185.39999,[OP030] Place LARD on P360-1 (x2),21715,5468,182.44,2.96,P10_R01,12,Assemble system,OP030,R01,P10
3163,22239,5600,186.84,[OP030] Catch component,22101,5565,185.67999,1.16,P10_R01,10,Take component,OP030,R01,P10
3164,22824,5747,191.75999,[OP030] Place FIXT on LARD (x2),22239,5600,186.84,4.92,P10_R01,12,Assemble system,OP030,R01,P10
3165,23067,5808,193.8,[OP030] Catch component,22844,5752,191.92,1.88,P10_R01,10,Take component,OP030,R01,P10
3166,23701,5968,199.12,[OP030] Place PAL4019 on FIXT (x2),23067,5808,193.8,5.32,P10_R01,12,Assemble system,OP030,R01,P10
3167,25186,6342,211.60001,[OP030] Place PAL4019 on FIXT (x2),23881,6013,200.64,10.96,P10_R01,12,Assemble system,OP030,R01,P10
3168,25386,6392,213.28,[OP030] Take screwdriver,25186,6342,211.60001,1.68,P10_R01,4,Take screwdriver,OP030,R01,P10
3169,25976,6541,218.24001,[OP030] Screw PAL4019 with B820 (x2),25386,6392,213.28,4.96,P10_R01,12,Assemble system,OP030,R01,P10
3170,27095,6822,227.64,[OP030] Screw PAL4019 with B820 (x2),26719,6728,224.48,3.16,P10_R01,12,Assemble system,OP030,R01,P10
3171,27386,6895,230.08,[OP030] Put down screwdriver,27095,6822,227.64,2.44,P10_R01,5,Put down screwdriver,OP030,R01,P10
3172,27952,7038,234.84,[OP030] Catch Cover CAPO (x2),27733,6983,233.0,1.84,P10_R01,6,Picking in front,OP030,R01,P10
3173,28700,7226,241.12,[OP030] Place CAPO on P360-1(x2),28128,7083,236.32001,4.8,P10_R01,12,Assemble system,OP030,R01,P10
3174,28933,7285,243.08,[OP030] Catch Cover CAPO (x2),28709,7229,241.2,1.88,P10_R01,6,Picking in front,OP030,R01,P10
3175,29452,7416,247.44,[OP030] Place CAPO on P360-1(x2),29123,7333,244.67999,2.76,P10_R01,12,Assemble system,OP030,R01,P10
3176,29833,7512,250.64,[OP030] Place CAPO on P360-1(x2),29452,7416,247.44,3.2,P10_R01,12,Assemble system,OP030,R01,P10
3177,31123,7837,261.48001,[OP030] Put down Profile P360-1,30276,7623,254.36,7.12,P10_R01,14,Put down subsystem,OP030,R01,P10
3178,32294,8131,271.32001,[OP040] Turn sheets,31651,7970,265.92001,5.4,P10_R01,3,Turn sheets,OP040,R01,P10
3179,32627,8215,274.12,[OP040] Catch Fixation FIXA2,32380,8153,272.04001,2.08,P10_R01,6,Picking in front,OP040,R01,P10
3180,32851,8272,276.0,[OP040] Catch Bolt B820,32637,8218,274.20001,1.8,P10_R01,7,Picking left,OP040,R01,P10
3181,33689,8483,283.04001,[OP040] Place FIXA2 on P360-2,33013,8312,277.35999,5.68,P10_R01,12,Assemble system,OP040,R01,P10
3182,33875,8529,284.60001,[OP040] Take screwdriver,33689,8483,283.04001,1.56,P10_R01,4,Take screwdriver,OP040,R01,P10
3183,34246,8623,287.72,[OP040] Screw FIXA2 with B820,33875,8529,284.60001,3.12,P10_R01,12,Assemble system,OP040,R01,P10
3184,34451,8675,289.44,[OP040] Put down screwdriver,34246,8623,287.72,1.72,P10_R01,5,Put down screwdriver,OP040,R01,P10
3185,35298,8888,296.56,[OP040] Turn sheets,34794,8761,292.32001,4.24,P10_R01,3,Turn sheets,OP040,R01,P10
3186,35456,8927,297.88,[OP040] Catch Fixation FIXL,35322,8894,296.76001,1.12,P10_R01,6,Picking in front,OP040,R01,P10
3187,35846,9026,301.16,[OP040] Catch Strap clamps BRIT (x2),35460,8929,297.92001,3.24,P10_R01,7,Picking left,OP040,R01,P10
3188,36332,9148,305.23999,[OP040] Place BRIT1 and BRIT2 on FIXL,35846,9026,301.16,4.08,P10_R01,12,Assemble system,OP040,R01,P10
3189,36622,9221,307.67999,[OP040] Catch Bolt B820PT,36441,9176,306.16,1.52,P10_R01,7,Picking left,OP040,R01,P10
3190,37993,9566,319.20001,[OP040] Place FIXL on P360-2,36808,9268,309.23999,9.96,P10_R01,12,Assemble system,OP040,R01,P10
3191,38155,9607,320.56,[OP040] Take screwdriver,37993,9566,319.20001,1.36,P10_R01,4,Take screwdriver,OP040,R01,P10
3192,38498,9693,323.44,[OP040] Screw FIXL with B820PT,38155,9607,320.56,2.88,P10_R01,12,Assemble system,OP040,R01,P10
3193,38745,9756,325.51999,[OP040] Screw FIXL with B820PT,38584,9715,324.16,1.36,P10_R01,12,Assemble system,OP040,R01,P10
3194,39003,9821,327.67999,[OP040] Put down screwdriver,38745,9756,325.51999,2.16,P10_R01,5,Put down screwdriver,OP040,R01,P10
3195,39650,9984,333.12,[OP050] Turn sheets,39245,9882,329.72,3.4,P10_R01,3,Turn sheets,OP050,R01,P10
3196,40026,10078,336.28,[OP050] Catch Bolt B820PT,39760,10011,334.04001,2.24,P10_R01,7,Picking left,OP050,R01,P10
3197,40674,10241,341.72,[OP050] Catch Strap clamps BRIT (x2),40436,10181,339.72,2.0,P10_R01,7,Picking left,OP050,R01,P10
3198,40907,10300,343.67999,[OP050] Catch Profile P040,40717,10252,342.07999,1.6,P10_R01,6,Picking in front,OP050,R01,P10
3199,40964,10314,344.16,[OP050] Put down component,40907,10300,343.67999,0.48,P10_R01,11,Put down component,OP050,R01,P10
3200,42188,10623,354.44,[OP050] Place BRIT1 and BRIT2 on P040,41707,10501,350.39999,4.04,P10_R01,12,Assemble system,OP050,R01,P10
3201,42569,10718,357.64001,[OP050] Place BRIT1 and BRIT2 on P040,42316,10655,355.51999,2.12,P10_R01,12,Assemble system,OP050,R01,P10
3202,42726,10758,358.95999,[OP050] Catch component,42573,10720,357.67999,1.28,P10_R01,10,Take component,OP050,R01,P10
3203,43116,10856,362.23999,[OP050] Place P040 on P360-2,42759,10766,359.23999,3.0,P10_R01,12,Assemble system,OP050,R01,P10
3204,43287,10899,363.67999,[OP050] Take screwdriver,43116,10856,362.23999,1.44,P10_R01,4,Take screwdriver,OP050,R01,P10
3205,43683,10999,367.0,[OP050] Screw P040 with B820PT,43287,10899,363.67999,3.32,P10_R01,12,Assemble system,OP050,R01,P10
3206,43930,11061,369.07999,[OP050] Put down screwdriver,43683,10999,367.0,2.08,P10_R01,5,Put down screwdriver,OP050,R01,P10
3207,44997,11330,378.04,[OP060] Turn sheets,44492,11203,373.8,4.24,P10_R01,3,Turn sheets,OP060,R01,P10
3208,45254,11395,380.2,[OP060] Catch Fixture key LARD,44997,11330,378.04,2.16,P10_R01,7,Picking left,OP060,R01,P10
3209,45478,11451,382.08,[OP060] Catch Fixation FIXA1,45292,11404,380.52,1.56,P10_R01,6,Picking in front,OP060,R01,P10
3210,45735,11516,384.24,[OP060] Catch Bolt B820 (x2),45478,11451,382.08,2.16,P10_R01,7,Picking left,OP060,R01,P10
3211,45873,11550,385.4,[OP060] Put down component,45735,11516,384.24,1.16,P10_R01,11,Put down component,OP060,R01,P10
3212,46311,11661,389.08,[OP060] Place LARD on P040 (P360-2),46044,11594,386.84,2.24,P10_R01,12,Assemble system,OP060,R01,P10
3213,46582,11729,391.36,[OP060] Catch component,46458,11698,390.32,1.04,P10_R01,10,Take component,OP060,R01,P10
3214,47558,11975,399.56,[OP060] Place FIXA1 on P360-2,46682,11754,392.2,7.36,P10_R01,12,Assemble system,OP060,R01,P10
3215,47853,12049,402.04,[OP060] Take screwdriver,47558,11975,399.56,2.48,P10_R01,4,Take screwdriver,OP060,R01,P10
3216,48301,12162,405.8,[OP060] Screw FIXA1 with B820,47853,12049,402.04,3.76,P10_R01,12,Assemble system,OP060,R01,P10
3217,48496,12211,407.44,[OP060] Put down screwdriver,48301,12162,405.8,1.64,P10_R01,5,Put down screwdriver,OP060,R01,P10
3218,49720,12519,417.72,[OP060] Turn sheets,49296,12412,414.16,3.56,P10_R01,3,Turn sheets,OP060,R01,P10
3219,50005,12591,420.12,[OP060] Catch Fixation FIXA2,49820,12544,418.56,1.56,P10_R01,6,Picking in front,OP060,R01,P10
3220,50391,12688,423.36,[OP060] Catch Bolt B820 (x2),50110,12617,421.0,2.36,P10_R01,7,Picking left,OP060,R01,P10
3221,50815,12795,426.92,[OP060] Place FIXA2 on P360-2,50458,12705,423.92,3.0,P10_R01,12,Assemble system,OP060,R01,P10
3222,51096,12866,429.28,[OP060] Take screwdriver,50815,12795,426.92,2.36,P10_R01,4,Take screwdriver,OP060,R01,P10
3223,51576,12987,433.32,[OP060] Place FIXA2 on P360-2,51096,12866,429.28,4.04,P10_R01,12,Assemble system,OP060,R01,P10
3224,51848,13055,435.6,[OP060] Put down screwdriver,51576,12987,433.32,2.28,P10_R01,5,Put down screwdriver,OP060,R01,P10
3225,53162,13386,446.64,[OP070] Catch P360-1,52838,13304,443.92,2.72,P10_R01,13,Take subsystem,OP070,R01,P10
3226,53395,13445,448.6,[OP070] Catch Disk DI2T,53190,13393,446.88,1.72,P10_R01,6,Picking in front,OP070,R01,P10
3227,53752,13534,451.6,[OP070] Place DI2T on P360-2,53476,13465,449.28,2.32,P10_R01,12,Assemble system,OP070,R01,P10
3228,54371,13690,456.8,[OP070] Catch Bolt B835,54076,13616,454.32,2.48,P10_R01,7,Picking left,OP070,R01,P10
3229,54995,13847,462.04,[OP070] Catch Nut ECR8,54647,13760,459.12,2.92,P10_R01,7,Picking left,OP070,R01,P10
3230,55271,13917,464.36,[OP070] Place ECR8 on DI2T,54995,13847,462.04,2.32,P10_R01,12,Assemble system,OP070,R01,P10
3231,55957,14089,470.12,[OP070] Place DI2T on P360-2,55752,14038,468.4,1.72,P10_R01,12,Assemble system,OP070,R01,P10
3232,57018,14357,479.04,[OP070] Take screwdriver,56833,14310,477.48,1.56,P10_R01,4,Take screwdriver,OP070,R01,P10
3233,57428,14460,482.48,[OP070] Screw P360-2 with B835,57018,14357,479.04,3.44,P10_R01,12,Assemble system,OP070,R01,P10
3234,57656,14517,484.4,[OP070] Put down screwdriver,57428,14460,482.48,1.92,P10_R01,5,Put down screwdriver,OP070,R01,P10
3235,59451,14969,499.48,[OP070] Put down Lower Part,58837,14815,494.32,5.16,P10_R01,14,Put down subsystem,OP070,R01,P10
3236,938,236,7.88,[OP010] Catch Fixation FIXA1,686,173,5.76,2.12,P10_R02,6,Picking in front,OP010,R02,P10
3237,1100,277,9.24,[OP010] Catch Bolt B820,938,236,7.88,1.36,P10_R02,7,Picking left,OP010,R02,P10
3238,1262,318,10.6,[OP010] Catch Fixture key LARD,1100,277,9.24,1.36,P10_R02,7,Picking left,OP010,R02,P10
3239,2238,563,18.8,[OP010] Place LARD on Profile P360-1,1895,477,15.92,2.88,P10_R02,12,Assemble system,OP010,R02,P10
3240,2733,688,22.96,[OP010] Place FIXA1 on LARD at 160mm,2452,617,20.6,2.36,P10_R02,12,Assemble system,OP010,R02,P10
3241,2895,729,24.32,[OP010] Take screwdriver,2733,688,22.96,1.36,P10_R02,4,Take screwdriver,OP010,R02,P10
3242,3095,779,26.0,[OP010] Screw FIXA1 with B820,2895,729,24.32,1.68,P10_R02,12,Assemble system,OP010,R02,P10
3243,3238,815,27.2,[OP010] Put down screwdriver,3095,779,26.0,1.2,P10_R02,5,Put down screwdriver,OP010,R02,P10
3244,3457,870,29.04,[OP010] Take measuring rod,3238,815,27.2,1.84,P10_R02,8,Take measuring rod,OP010,R02,P10
3245,3804,958,31.96,[OP010] Place FIXA1 on LARD at 160mm,3457,870,29.04,2.92,P10_R02,12,Assemble system,OP010,R02,P10
3246,4052,1020,34.04,[OP010] Take screwdriver,3804,958,31.96,2.08,P10_R02,4,Take screwdriver,OP010,R02,P10
3247,4313,1086,36.24,[OP010] Screw FIXA1 with B820,4052,1020,34.04,2.2,P10_R02,12,Assemble system,OP010,R02,P10
3248,4456,1122,37.44,[OP010] Put down screwdriver,4313,1086,36.24,1.2,P10_R02,5,Put down screwdriver,OP010,R02,P10
3249,4771,1201,40.08,[OP010] Put down measuring rod,4456,1122,37.44,2.64,P10_R02,9,Put down measuring rod,OP010,R02,P10
3250,5537,1394,46.52,[OP020] Turn sheets,5051,1272,42.44,4.08,P10_R02,3,Turn sheets,OP020,R02,P10
3251,5680,1430,47.72,[OP020] Catch Bolt B820,5537,1394,46.52,1.2,P10_R02,7,Picking left,OP020,R02,P10
3252,5889,1483,49.48,[OP020] Catch Fixture key LARD,5680,1430,47.72,1.76,P10_R02,7,Picking left,OP020,R02,P10
3253,6013,1514,50.52,[OP020] Catch Fixation FIXA1,5889,1483,49.48,1.04,P10_R02,6,Picking in front,OP020,R02,P10
3254,6156,1550,51.72,[OP020] Put down component,6080,1531,51.08,0.64,P10_R02,11,Put down component,OP020,R02,P10
3255,6523,1642,54.8,[OP020] Place LARD on P360-1,6342,1597,53.28,1.52,P10_R02,12,Assemble system,OP020,R02,P10
3256,6994,1761,58.76,[OP020] Place FIXA1 on LARD at 160mm,6756,1701,56.76,2.0,P10_R02,12,Assemble system,OP020,R02,P10
3257,7151,1801,60.08,[OP020] Take screwdriver,6994,1761,58.76,1.32,P10_R02,4,Take screwdriver,OP020,R02,P10
3258,7318,1843,61.48,[OP020] Screw FIXA1 with B820,7151,1801,60.08,1.4,P10_R02,12,Assemble system,OP020,R02,P10
